user,time,hashtag
68,2019-12-13 01:50:00,#18
152,2019-12-12 03:42:00,#18
67,2019-12-13 17:56:00,#18
168,2019-12-13 12:48:00,#18
221,2019-12-14 15:25:00,#18
131,2019-12-11 18:33:00,#18
225,2019-12-12 09:20:00,#18
102,2019-12-11 13:44:00,#18
284,2019-12-13 20:23:00,#18
130,2019-12-10 15:40:00,#18
16,2019-12-10 17:32:00,#18
43,2019-12-12 18:10:00,#18
190,2019-12-13 00:52:00,#18
110,2019-12-11 21:37:00,#18
291,2019-12-11 06:05:00,#18
181,2019-12-11 22:34:00,#18
299,2019-12-14 15:51:00,#18
155,2019-12-12 18:09:00,#18
172,2019-12-11 11:26:00,#18
114,2019-12-11 04:29:00,#18
227,2019-12-13 11:56:00,#18
184,2019-12-13 15:55:00,#18
260,2019-12-14 07:18:00,#18
55,2019-12-11 12:01:00,#18
107,2019-12-14 10:52:00,#18
248,2019-12-13 18:15:00,#18
104,2019-12-10 15:14:00,#18
277,2019-12-10 16:53:00,#18
3,2019-12-12 02:48:00,#18
190,2019-12-13 03:09:00,#18
229,2019-12-11 22:28:00,#18
154,2019-12-12 22:34:00,#18
28,2019-12-11 05:00:00,#18
276,2019-12-13 10:15:00,#19
168,2019-12-11 11:52:00,#19
146,2019-12-11 04:44:00,#19
263,2019-12-10 22:02:00,#19
187,2019-12-11 20:13:00,#19
148,2019-12-14 04:18:00,#19
89,2019-12-13 19:24:00,#19
223,2019-12-13 21:53:00,#19
90,2019-12-14 04:14:00,#19
176,2019-12-13 18:17:00,#19
62,2019-12-11 16:54:00,#19
196,2019-12-14 13:00:00,#19
276,2019-12-12 20:24:00,#19
299,2019-12-11 12:13:00,#19
158,2019-12-11 00:26:00,#19
76,2019-12-12 01:34:00,#19
242,2019-12-12 09:49:00,#19
279,2019-12-11 15:02:00,#19
174,2019-12-12 11:04:00,#19
224,2019-12-11 17:32:00,#19
19,2019-12-11 11:01:00,#19
170,2019-12-11 23:46:00,#19
44,2019-12-13 15:23:00,#19
67,2019-12-14 14:15:00,#19
246,2019-12-10 22:19:00,#19
208,2019-12-14 04:37:00,#19
146,2019-12-12 05:05:00,#19
213,2019-12-10 20:20:00,#19
210,2019-12-12 02:01:00,#19
231,2019-12-10 17:13:00,#19
70,2019-12-14 04:08:00,#19
175,2019-12-14 01:44:00,#19
240,2019-12-10 19:30:00,#19
199,2019-12-10 22:24:00,#19
124,2019-12-12 16:16:00,#19
140,2019-12-14 07:16:00,#19
240,2019-12-14 00:22:00,#19
289,2019-12-12 01:10:00,#19
119,2019-12-13 08:37:00,#19
64,2019-12-14 15:56:00,#19
126,2019-12-11 12:32:00,#19
7,2019-12-12 03:11:00,#19
205,2019-12-11 07:35:00,#19
243,2019-12-11 20:50:00,#19
67,2019-12-13 19:40:00,#19
279,2019-12-11 13:36:00,#19
70,2019-12-14 15:05:00,#19
60,2019-12-12 09:15:00,#19
91,2019-12-11 17:34:00,#19
226,2019-12-13 04:37:00,#19
249,2019-12-12 02:59:00,#19
233,2019-12-12 18:25:00,#19
153,2019-12-13 03:32:00,#19
264,2019-12-13 22:38:00,#19
232,2019-12-10 20:22:00,#19
126,2019-12-11 08:45:00,#19
205,2019-12-11 11:25:00,#19
42,2019-12-13 22:45:00,#19
207,2019-12-13 10:19:00,#19
271,2019-12-12 00:53:00,#19
254,2019-12-14 07:47:00,#19
189,2019-12-11 11:58:00,#19
30,2019-12-12 08:39:00,#19
166,2019-12-11 07:26:00,#19
248,2019-12-12 00:18:00,#19
223,2019-12-10 19:19:00,#19
142,2019-12-11 21:17:00,#19
19,2019-12-10 17:51:00,#19
87,2019-12-14 08:31:00,#20
143,2019-12-13 08:33:00,#20
222,2019-12-12 12:48:00,#20
155,2019-12-14 06:56:00,#20
183,2019-12-14 12:41:00,#20
135,2019-12-13 22:05:00,#20
176,2019-12-12 18:53:00,#20
148,2019-12-14 02:07:00,#20
234,2019-12-14 07:12:00,#20
111,2019-12-10 16:52:00,#20
28,2019-12-11 17:45:00,#20
20,2019-12-10 23:26:00,#20
221,2019-12-13 00:17:00,#20
92,2019-12-10 22:16:00,#20
225,2019-12-14 01:13:00,#20
254,2019-12-12 18:39:00,#20
61,2019-12-12 09:16:00,#20
217,2019-12-12 17:04:00,#20
279,2019-12-12 11:19:00,#20
164,2019-12-13 01:54:00,#20
110,2019-12-10 15:09:00,#20
56,2019-12-13 07:34:00,#20
63,2019-12-14 04:44:00,#20
230,2019-12-12 20:53:00,#20
241,2019-12-13 14:21:00,#20
199,2019-12-13 16:35:00,#20
224,2019-12-12 14:22:00,#20
120,2019-12-10 18:42:00,#20
270,2019-12-13 02:13:00,#20
2,2019-12-12 04:45:00,#20
268,2019-12-12 05:00:00,#20
239,2019-12-11 20:52:00,#20
291,2019-12-13 02:16:00,#20
177,2019-12-14 04:13:00,#20
270,2019-12-11 06:44:00,#20
116,2019-12-14 07:44:00,#20
122,2019-12-13 10:03:00,#20
234,2019-12-10 22:03:00,#20
223,2019-12-12 20:15:00,#20
51,2019-12-13 00:38:00,#20
167,2019-12-12 01:05:00,#20
71,2019-12-12 20:17:00,#20
57,2019-12-13 22:29:00,#20
19,2019-12-11 05:17:00,#20
79,2019-12-14 03:58:00,#20
47,2019-12-14 11:50:00,#20
101,2019-12-13 19:39:00,#20
91,2019-12-13 02:23:00,#20
129,2019-12-14 12:20:00,#20
7,2019-12-11 04:03:00,#20
16,2019-12-11 01:40:00,#20
44,2019-12-11 19:09:00,#20
134,2019-12-13 18:47:00,#20
236,2019-12-13 16:25:00,#20
27,2019-12-11 15:22:00,#20
125,2019-12-14 03:05:00,#20
138,2019-12-13 00:50:00,#20
118,2019-12-11 08:21:00,#20
295,2019-12-14 14:42:00,#20
54,2019-12-10 17:37:00,#20
227,2019-12-13 11:38:00,#20
293,2019-12-14 15:13:00,#20
66,2019-12-13 18:52:00,#20
155,2019-12-13 12:20:00,#20
47,2019-12-13 21:19:00,#20
104,2019-12-14 05:59:00,#20
128,2019-12-14 08:01:00,#20
205,2019-12-11 07:15:00,#20
229,2019-12-13 15:21:00,#20
235,2019-12-13 20:04:00,#20
38,2019-12-11 06:30:00,#20
54,2019-12-13 01:29:00,#20
223,2019-12-10 23:23:00,#20
276,2019-12-13 03:32:00,#20
25,2019-12-13 22:39:00,#20
8,2019-12-12 05:26:00,#20
281,2019-12-14 15:47:00,#20
43,2019-12-14 02:16:00,#20
43,2019-12-12 14:46:00,#20
211,2019-12-11 11:47:00,#20
250,2019-12-12 03:56:00,#20
126,2019-12-13 16:47:00,#20
115,2019-12-12 23:31:00,#20
128,2019-12-11 03:19:00,#20
15,2019-12-12 09:29:00,#20
7,2019-12-13 15:56:00,#20
40,2019-12-13 03:46:00,#20
70,2019-12-13 03:49:00,#20
42,2019-12-10 19:48:00,#20
25,2019-12-11 11:48:00,#20
102,2019-12-12 09:51:00,#20
299,2019-12-10 22:29:00,#20
290,2019-12-10 18:44:00,#20
205,2019-12-11 11:29:00,#20
153,2019-12-11 20:25:00,#20
187,2019-12-11 07:08:00,#20
239,2019-12-13 01:16:00,#20
125,2019-12-12 18:07:00,#20
204,2019-12-13 01:40:00,#20
53,2019-12-13 14:51:00,#20
228,2019-12-12 23:47:00,#20
291,2019-12-11 11:30:00,#20
263,2019-12-12 11:49:00,#20
188,2019-12-11 14:34:00,#20
106,2019-12-13 14:51:00,#20
273,2019-12-13 17:56:00,#20
168,2019-12-12 15:24:00,#20
136,2019-12-11 04:19:00,#20
299,2019-12-11 20:46:00,#20
74,2019-12-11 16:41:00,#20
119,2019-12-14 14:55:00,#20
110,2019-12-13 03:23:00,#20
280,2019-12-11 06:21:00,#20
174,2019-12-11 22:48:00,#20
205,2019-12-11 02:30:00,#20
55,2019-12-13 16:35:00,#20
162,2019-12-11 07:24:00,#20
222,2019-12-14 16:06:00,#20
222,2019-12-12 02:03:00,#20
34,2019-12-13 00:05:00,#20
227,2019-12-14 01:40:00,#20
74,2019-12-10 20:51:00,#20
77,2019-12-11 18:20:00,#20
121,2019-12-10 15:42:00,#20
220,2019-12-10 17:37:00,#20
228,2019-12-12 17:29:00,#20
30,2019-12-11 10:16:00,#20
282,2019-12-12 17:19:00,#20
20,2019-12-14 13:56:00,#20
75,2019-12-14 15:53:00,#20
185,2019-12-10 22:27:00,#20
77,2019-12-12 11:30:00,#20
25,2019-12-12 11:30:00,#20
60,2019-12-13 04:49:00,#20
264,2019-12-14 11:25:00,#21
185,2019-12-12 23:22:00,#21
273,2019-12-10 21:09:00,#21
109,2019-12-13 13:40:00,#21
162,2019-12-14 01:29:00,#21
138,2019-12-13 16:02:00,#21
268,2019-12-12 02:41:00,#21
204,2019-12-14 09:24:00,#21
38,2019-12-10 17:13:00,#21
24,2019-12-14 00:09:00,#21
76,2019-12-11 18:30:00,#21
144,2019-12-13 06:56:00,#21
224,2019-12-12 12:30:00,#21
149,2019-12-13 20:50:00,#21
256,2019-12-13 17:52:00,#21
60,2019-12-11 16:46:00,#21
213,2019-12-13 22:30:00,#21
93,2019-12-14 00:18:00,#21
205,2019-12-12 18:12:00,#21
240,2019-12-11 16:10:00,#21
230,2019-12-13 14:54:00,#21
135,2019-12-12 00:47:00,#21
142,2019-12-13 00:26:00,#21
108,2019-12-12 09:47:00,#21
249,2019-12-11 22:18:00,#21
117,2019-12-11 11:35:00,#21
109,2019-12-12 23:53:00,#21
285,2019-12-12 23:05:00,#21
164,2019-12-12 08:58:00,#21
232,2019-12-10 20:03:00,#21
132,2019-12-13 04:48:00,#21
290,2019-12-10 22:35:00,#21
67,2019-12-13 05:39:00,#21
111,2019-12-14 04:48:00,#21
256,2019-12-11 07:17:00,#21
213,2019-12-13 06:14:00,#21
44,2019-12-14 16:34:00,#21
118,2019-12-10 16:08:00,#21
89,2019-12-14 06:08:00,#21
43,2019-12-10 22:15:00,#21
78,2019-12-12 15:38:00,#21
125,2019-12-13 18:00:00,#21
240,2019-12-14 12:35:00,#21
139,2019-12-11 04:34:00,#21
117,2019-12-14 00:04:00,#21
199,2019-12-12 03:46:00,#21
252,2019-12-12 21:59:00,#21
20,2019-12-14 03:38:00,#21
108,2019-12-11 00:05:00,#21
203,2019-12-11 09:01:00,#21
5,2019-12-12 00:42:00,#21
112,2019-12-12 00:16:00,#21
149,2019-12-10 23:56:00,#21
241,2019-12-11 16:15:00,#21
118,2019-12-14 01:56:00,#21
245,2019-12-11 13:21:00,#21
163,2019-12-13 16:31:00,#21
226,2019-12-14 03:24:00,#21
247,2019-12-11 06:28:00,#21
171,2019-12-13 08:48:00,#22
38,2019-12-14 14:04:00,#22
57,2019-12-12 15:57:00,#22
214,2019-12-12 09:29:00,#22
243,2019-12-13 00:45:00,#22
129,2019-12-13 18:32:00,#22
43,2019-12-10 20:05:00,#22
242,2019-12-14 16:17:00,#22
43,2019-12-11 18:12:00,#22
155,2019-12-12 17:12:00,#22
6,2019-12-13 18:38:00,#22
263,2019-12-13 17:03:00,#22
233,2019-12-11 17:25:00,#22
193,2019-12-14 12:22:00,#22
9,2019-12-12 03:11:00,#22
193,2019-12-13 08:21:00,#22
98,2019-12-12 07:17:00,#22
236,2019-12-11 05:01:00,#22
123,2019-12-14 00:55:00,#22
116,2019-12-11 20:45:00,#22
164,2019-12-10 23:50:00,#22
9,2019-12-12 19:14:00,#22
109,2019-12-14 16:33:00,#22
290,2019-12-11 16:13:00,#22
180,2019-12-13 06:47:00,#22
134,2019-12-11 22:35:00,#22
255,2019-12-11 22:56:00,#22
48,2019-12-13 21:19:00,#22
254,2019-12-13 02:34:00,#22
34,2019-12-11 05:55:00,#22
51,2019-12-13 14:20:00,#22
190,2019-12-10 16:52:00,#22
146,2019-12-12 17:34:00,#22
129,2019-12-13 00:28:00,#22
148,2019-12-11 17:12:00,#22
244,2019-12-10 21:54:00,#22
273,2019-12-13 08:48:00,#22
156,2019-12-10 15:50:00,#22
66,2019-12-12 23:31:00,#22
37,2019-12-12 00:50:00,#22
230,2019-12-11 23:16:00,#22
256,2019-12-12 08:46:00,#22
224,2019-12-12 13:39:00,#22
163,2019-12-13 19:05:00,#22
249,2019-12-10 21:38:00,#22
215,2019-12-14 16:35:00,#22
67,2019-12-14 13:36:00,#22
274,2019-12-12 23:54:00,#22
9,2019-12-11 18:07:00,#22
284,2019-12-13 09:18:00,#22
206,2019-12-11 17:21:00,#22
90,2019-12-11 20:00:00,#22
289,2019-12-12 19:50:00,#22
172,2019-12-13 09:01:00,#22
56,2019-12-14 02:04:00,#22
233,2019-12-13 09:37:00,#22
61,2019-12-14 14:07:00,#22
288,2019-12-11 22:46:00,#22
247,2019-12-11 08:47:00,#22
37,2019-12-13 10:53:00,#22
268,2019-12-13 12:41:00,#22
32,2019-12-13 14:15:00,#22
19,2019-12-12 06:03:00,#22
291,2019-12-11 04:13:00,#22
279,2019-12-12 15:47:00,#22
241,2019-12-10 18:56:00,#22
153,2019-12-12 08:07:00,#22
293,2019-12-11 14:46:00,#22
280,2019-12-10 23:45:00,#22
278,2019-12-14 10:22:00,#22
69,2019-12-12 00:21:00,#22
32,2019-12-14 07:50:00,#22
276,2019-12-11 14:41:00,#22
39,2019-12-11 21:51:00,#22
237,2019-12-11 23:47:00,#22
115,2019-12-11 12:01:00,#22
92,2019-12-11 06:25:00,#22
6,2019-12-14 14:26:00,#22
26,2019-12-12 14:02:00,#22
147,2019-12-12 20:18:00,#22
286,2019-12-11 06:52:00,#22
24,2019-12-14 02:53:00,#22
252,2019-12-11 21:40:00,#22
53,2019-12-11 01:38:00,#22
98,2019-12-11 13:22:00,#22
189,2019-12-14 09:34:00,#22
181,2019-12-12 16:10:00,#22
125,2019-12-12 22:12:00,#22
205,2019-12-12 07:25:00,#22
221,2019-12-12 00:08:00,#22
79,2019-12-11 21:11:00,#22
267,2019-12-11 05:21:00,#22
33,2019-12-12 12:45:00,#22
101,2019-12-13 08:39:00,#22
77,2019-12-11 08:41:00,#22
219,2019-12-11 04:32:00,#22
297,2019-12-10 17:06:00,#22
189,2019-12-14 03:09:00,#22
30,2019-12-13 01:18:00,#22
90,2019-12-11 05:33:00,#22
206,2019-12-13 04:45:00,#22
123,2019-12-11 04:59:00,#22
18,2019-12-11 23:49:00,#22
102,2019-12-13 03:55:00,#22
60,2019-12-11 10:33:00,#22
92,2019-12-12 13:18:00,#22
208,2019-12-11 03:34:00,#22
226,2019-12-11 01:03:00,#22
91,2019-12-14 13:32:00,#22
187,2019-12-10 14:00:00,#22
78,2019-12-13 13:31:00,#22
39,2019-12-12 11:26:00,#22
22,2019-12-11 08:13:00,#22
90,2019-12-11 23:22:00,#22
233,2019-12-11 06:10:00,#22
200,2019-12-13 05:57:00,#22
61,2019-12-12 03:06:00,#22
152,2019-12-11 12:26:00,#22
248,2019-12-13 20:44:00,#22
116,2019-12-11 20:55:00,#22
149,2019-12-11 22:19:00,#22
68,2019-12-11 20:06:00,#22
175,2019-12-11 22:05:00,#22
171,2019-12-13 13:50:00,#22
220,2019-12-12 23:21:00,#22
52,2019-12-12 09:01:00,#22
121,2019-12-13 04:33:00,#22
56,2019-12-11 05:24:00,#22
119,2019-12-13 02:36:00,#22
227,2019-12-10 21:51:00,#22
194,2019-12-14 15:07:00,#22
56,2019-12-13 11:01:00,#22
58,2019-12-11 06:44:00,#22
198,2019-12-12 11:31:00,#22
230,2019-12-11 13:45:00,#22
120,2019-12-10 18:55:00,#22
236,2019-12-12 07:32:00,#22
171,2019-12-10 19:04:00,#22
65,2019-12-11 12:38:00,#22
121,2019-12-13 02:56:00,#22
52,2019-12-11 18:31:00,#22
56,2019-12-14 03:18:00,#22
268,2019-12-10 20:37:00,#22
145,2019-12-13 19:07:00,#22
126,2019-12-14 10:32:00,#22
63,2019-12-13 21:57:00,#22
8,2019-12-14 12:08:00,#22
62,2019-12-12 11:24:00,#22
91,2019-12-12 00:01:00,#22
223,2019-12-13 05:46:00,#22
38,2019-12-11 01:07:00,#22
38,2019-12-10 20:07:00,#22
50,2019-12-11 21:33:00,#22
135,2019-12-12 19:43:00,#22
131,2019-12-13 12:20:00,#22
255,2019-12-14 03:55:00,#22
20,2019-12-12 20:11:00,#22
157,2019-12-13 10:57:00,#22
109,2019-12-12 22:05:00,#22
276,2019-12-12 01:35:00,#22
35,2019-12-14 04:20:00,#22
248,2019-12-14 15:16:00,#22
138,2019-12-11 21:30:00,#22
106,2019-12-13 15:14:00,#22
4,2019-12-13 08:12:00,#22
52,2019-12-10 16:11:00,#22
152,2019-12-14 00:34:00,#22
295,2019-12-12 09:00:00,#22
206,2019-12-11 16:00:00,#22
128,2019-12-13 10:46:00,#22
144,2019-12-12 13:58:00,#22
103,2019-12-12 00:58:00,#22
166,2019-12-11 17:46:00,#22
260,2019-12-13 01:30:00,#22
140,2019-12-13 08:52:00,#22
231,2019-12-10 19:12:00,#22
107,2019-12-11 00:36:00,#22
228,2019-12-12 11:46:00,#22
281,2019-12-12 14:37:00,#22
7,2019-12-13 14:10:00,#22
112,2019-12-12 16:20:00,#22
196,2019-12-11 08:18:00,#22
279,2019-12-12 03:54:00,#22
176,2019-12-13 15:52:00,#22
48,2019-12-13 19:29:00,#22
26,2019-12-12 12:24:00,#22
248,2019-12-10 19:50:00,#22
155,2019-12-13 21:33:00,#22
100,2019-12-11 14:42:00,#22
153,2019-12-14 05:07:00,#22
250,2019-12-13 14:21:00,#22
55,2019-12-12 15:02:00,#22
55,2019-12-12 13:25:00,#22
169,2019-12-11 09:15:00,#22
239,2019-12-14 07:40:00,#22
40,2019-12-11 02:21:00,#22
241,2019-12-13 14:40:00,#22
45,2019-12-14 10:56:00,#22
52,2019-12-12 08:06:00,#22
204,2019-12-13 02:46:00,#22
45,2019-12-10 14:02:00,#22
101,2019-12-11 14:52:00,#22
202,2019-12-13 20:18:00,#22
229,2019-12-12 13:35:00,#22
280,2019-12-11 06:15:00,#22
105,2019-12-13 19:54:00,#22
148,2019-12-10 20:31:00,#22
294,2019-12-13 16:35:00,#22
141,2019-12-11 11:28:00,#22
126,2019-12-11 16:37:00,#23
162,2019-12-12 14:31:00,#23
92,2019-12-12 21:41:00,#23
47,2019-12-12 08:15:00,#23
197,2019-12-11 03:37:00,#23
226,2019-12-14 10:58:00,#23
98,2019-12-11 04:09:00,#23
21,2019-12-10 23:38:00,#23
123,2019-12-13 13:30:00,#23
186,2019-12-13 17:15:00,#23
219,2019-12-11 14:32:00,#23
36,2019-12-12 20:16:00,#23
92,2019-12-12 12:22:00,#23
209,2019-12-14 03:36:00,#23
185,2019-12-13 08:32:00,#23
292,2019-12-13 14:33:00,#23
89,2019-12-11 04:00:00,#23
239,2019-12-11 12:10:00,#23
197,2019-12-13 22:49:00,#23
185,2019-12-10 19:17:00,#23
244,2019-12-11 22:35:00,#23
6,2019-12-12 10:23:00,#23
230,2019-12-11 23:22:00,#23
56,2019-12-12 11:42:00,#23
75,2019-12-10 17:33:00,#23
202,2019-12-11 07:34:00,#23
289,2019-12-12 09:38:00,#23
276,2019-12-14 11:04:00,#23
290,2019-12-11 11:04:00,#23
190,2019-12-11 21:19:00,#23
38,2019-12-14 02:48:00,#23
164,2019-12-14 04:50:00,#23
207,2019-12-14 10:31:00,#23
121,2019-12-13 22:20:00,#23
71,2019-12-12 12:45:00,#23
239,2019-12-13 06:52:00,#23
142,2019-12-11 20:34:00,#23
98,2019-12-14 15:22:00,#23
267,2019-12-12 19:15:00,#23
158,2019-12-11 11:45:00,#23
171,2019-12-10 16:01:00,#23
76,2019-12-14 05:59:00,#23
213,2019-12-11 13:09:00,#23
248,2019-12-13 15:18:00,#23
151,2019-12-13 02:40:00,#23
290,2019-12-10 15:46:00,#23
156,2019-12-10 19:12:00,#23
174,2019-12-12 20:53:00,#23
297,2019-12-13 00:50:00,#23
83,2019-12-13 02:40:00,#23
228,2019-12-12 11:10:00,#23
224,2019-12-12 05:43:00,#23
31,2019-12-10 17:24:00,#23
252,2019-12-10 17:40:00,#23
119,2019-12-13 11:57:00,#23
153,2019-12-12 02:44:00,#23
21,2019-12-11 23:10:00,#23
26,2019-12-10 19:40:00,#23
256,2019-12-14 10:48:00,#23
177,2019-12-11 07:18:00,#23
71,2019-12-12 07:54:00,#23
215,2019-12-13 16:14:00,#23
14,2019-12-14 05:39:00,#23
261,2019-12-11 21:06:00,#23
124,2019-12-13 12:52:00,#23
243,2019-12-13 20:20:00,#23
126,2019-12-12 04:24:00,#23
208,2019-12-12 11:01:00,#23
275,2019-12-12 05:19:00,#23
258,2019-12-10 18:27:00,#23
220,2019-12-13 03:54:00,#23
42,2019-12-13 09:42:00,#23
239,2019-12-12 13:27:00,#23
202,2019-12-10 20:44:00,#23
20,2019-12-14 15:24:00,#23
9,2019-12-11 02:59:00,#23
226,2019-12-14 11:04:00,#23
187,2019-12-11 06:26:00,#23
279,2019-12-11 01:18:00,#23
157,2019-12-11 01:46:00,#23
32,2019-12-11 23:47:00,#23
136,2019-12-11 13:04:00,#23
71,2019-12-11 00:02:00,#23
140,2019-12-13 14:55:00,#23
146,2019-12-10 22:10:00,#23
261,2019-12-14 10:07:00,#23
299,2019-12-11 07:01:00,#23
272,2019-12-12 20:00:00,#23
105,2019-12-11 08:20:00,#23
168,2019-12-11 02:43:00,#23
7,2019-12-12 21:30:00,#23
95,2019-12-13 19:16:00,#23
137,2019-12-14 02:48:00,#23
193,2019-12-11 08:22:00,#23
60,2019-12-13 19:41:00,#23
249,2019-12-11 07:28:00,#23
1,2019-12-12 09:53:00,#23
242,2019-12-11 12:06:00,#23
148,2019-12-13 08:19:00,#23
198,2019-12-10 21:22:00,#23
190,2019-12-11 05:35:00,#23
245,2019-12-14 05:26:00,#23
50,2019-12-10 19:36:00,#23
85,2019-12-13 18:11:00,#23
250,2019-12-12 09:42:00,#23
2,2019-12-14 13:19:00,#24
265,2019-12-13 08:16:00,#24
3,2019-12-11 16:18:00,#24
240,2019-12-12 05:03:00,#24
201,2019-12-12 03:20:00,#24
109,2019-12-12 14:23:00,#24
257,2019-12-11 22:05:00,#24
201,2019-12-12 07:02:00,#24
298,2019-12-14 14:32:00,#24
26,2019-12-13 01:34:00,#24
81,2019-12-10 23:03:00,#24
198,2019-12-13 03:18:00,#24
106,2019-12-11 01:57:00,#24
252,2019-12-13 20:51:00,#24
53,2019-12-13 01:24:00,#24
85,2019-12-13 11:06:00,#24
68,2019-12-12 22:49:00,#24
250,2019-12-10 19:33:00,#24
57,2019-12-11 15:47:00,#24
169,2019-12-13 05:56:00,#24
278,2019-12-10 23:01:00,#24
102,2019-12-11 08:50:00,#24
146,2019-12-12 07:04:00,#24
142,2019-12-12 18:06:00,#24
115,2019-12-10 16:37:00,#24
55,2019-12-11 01:17:00,#24
170,2019-12-10 13:40:00,#24
53,2019-12-10 14:05:00,#24
205,2019-12-14 01:47:00,#24
234,2019-12-13 05:16:00,#24
41,2019-12-11 10:15:00,#24
228,2019-12-13 19:30:00,#24
258,2019-12-11 17:02:00,#24
13,2019-12-12 20:09:00,#24
0,2019-12-10 14:18:00,#24
22,2019-12-11 23:58:00,#24
28,2019-12-12 15:48:00,#24
126,2019-12-13 02:02:00,#24
32,2019-12-12 15:59:00,#24
258,2019-12-10 20:16:00,#24
114,2019-12-13 17:00:00,#24
290,2019-12-11 05:05:00,#24
158,2019-12-12 13:56:00,#24
58,2019-12-12 23:27:00,#24
134,2019-12-11 22:21:00,#24
257,2019-12-11 11:19:00,#24
204,2019-12-10 18:05:00,#24
143,2019-12-11 08:16:00,#24
120,2019-12-14 15:21:00,#24
89,2019-12-14 07:23:00,#24
126,2019-12-14 02:14:00,#24
255,2019-12-13 05:14:00,#24
247,2019-12-13 10:49:00,#24
150,2019-12-12 05:46:00,#25
21,2019-12-13 00:22:00,#25
74,2019-12-11 04:48:00,#25
226,2019-12-13 05:23:00,#25
103,2019-12-13 17:18:00,#25
277,2019-12-11 09:10:00,#25
203,2019-12-12 01:02:00,#25
161,2019-12-10 16:22:00,#25
23,2019-12-13 23:38:00,#25
91,2019-12-13 10:07:00,#25
183,2019-12-11 08:56:00,#25
130,2019-12-14 00:04:00,#25
207,2019-12-12 00:16:00,#25
139,2019-12-10 15:31:00,#25
32,2019-12-10 21:10:00,#25
83,2019-12-12 15:04:00,#25
173,2019-12-10 16:45:00,#25
21,2019-12-10 21:23:00,#25
1,2019-12-10 17:26:00,#25
199,2019-12-12 10:19:00,#25
136,2019-12-13 00:01:00,#25
297,2019-12-13 12:56:00,#25
158,2019-12-11 23:47:00,#25
185,2019-12-11 03:15:00,#25
128,2019-12-13 10:14:00,#25
139,2019-12-13 22:09:00,#25
191,2019-12-13 12:31:00,#25
287,2019-12-13 08:36:00,#25
202,2019-12-13 02:21:00,#25
88,2019-12-14 11:38:00,#25
73,2019-12-13 06:59:00,#25
244,2019-12-13 22:50:00,#25
81,2019-12-11 10:37:00,#25
247,2019-12-14 10:01:00,#25
89,2019-12-14 16:14:00,#25
287,2019-12-12 21:45:00,#25
39,2019-12-12 05:39:00,#25
58,2019-12-14 13:49:00,#25
120,2019-12-14 12:52:00,#25
272,2019-12-13 00:53:00,#25
208,2019-12-13 19:10:00,#25
259,2019-12-13 10:41:00,#25
131,2019-12-12 06:31:00,#25
168,2019-12-12 04:14:00,#25
189,2019-12-12 09:58:00,#25
134,2019-12-11 01:33:00,#25
227,2019-12-12 20:02:00,#25
76,2019-12-14 10:31:00,#25
189,2019-12-11 05:58:00,#25
121,2019-12-13 21:54:00,#25
43,2019-12-11 23:55:00,#25
190,2019-12-11 16:29:00,#25
14,2019-12-14 01:19:00,#25
233,2019-12-11 03:24:00,#25
79,2019-12-10 23:42:00,#25
85,2019-12-13 01:26:00,#25
65,2019-12-11 09:58:00,#25
71,2019-12-10 17:49:00,#25
192,2019-12-13 11:48:00,#25
169,2019-12-13 11:51:00,#25
156,2019-12-11 00:05:00,#25
226,2019-12-11 15:05:00,#26
62,2019-12-11 19:54:00,#26
2,2019-12-12 16:51:00,#26
192,2019-12-12 00:39:00,#26
193,2019-12-11 09:03:00,#26
198,2019-12-13 16:51:00,#26
262,2019-12-12 01:26:00,#26
56,2019-12-11 22:14:00,#26
289,2019-12-10 20:13:00,#26
247,2019-12-12 17:00:00,#26
187,2019-12-13 04:21:00,#26
278,2019-12-14 08:29:00,#26
151,2019-12-11 10:51:00,#26
128,2019-12-14 01:11:00,#26
99,2019-12-14 15:29:00,#26
87,2019-12-13 14:56:00,#26
274,2019-12-11 09:13:00,#26
182,2019-12-10 16:13:00,#26
232,2019-12-11 09:32:00,#26
221,2019-12-13 03:26:00,#26
205,2019-12-12 22:00:00,#26
104,2019-12-14 07:57:00,#26
62,2019-12-12 07:52:00,#26
214,2019-12-13 21:26:00,#26
39,2019-12-11 10:29:00,#26
30,2019-12-11 03:12:00,#26
248,2019-12-11 22:16:00,#26
271,2019-12-13 11:28:00,#26
10,2019-12-14 02:10:00,#26
42,2019-12-14 02:28:00,#26
225,2019-12-13 06:31:00,#26
41,2019-12-12 15:52:00,#26
59,2019-12-13 19:59:00,#26
41,2019-12-10 16:03:00,#26
130,2019-12-12 18:46:00,#26
101,2019-12-11 05:27:00,#26
162,2019-12-14 01:39:00,#26
81,2019-12-14 11:37:00,#26
253,2019-12-10 15:21:00,#26
149,2019-12-11 04:59:00,#26
189,2019-12-12 08:29:00,#26
194,2019-12-12 21:18:00,#26
250,2019-12-11 02:32:00,#26
81,2019-12-12 23:38:00,#26
192,2019-12-12 21:13:00,#26
297,2019-12-10 18:32:00,#26
242,2019-12-12 21:53:00,#26
174,2019-12-12 22:23:00,#26
85,2019-12-12 09:43:00,#26
66,2019-12-12 12:23:00,#26
299,2019-12-12 06:28:00,#26
13,2019-12-11 15:19:00,#26
124,2019-12-10 16:33:00,#26
198,2019-12-11 21:54:00,#26
70,2019-12-10 22:08:00,#26
